Domain,Having_@_symbol,Having_IP,Path,Prefix_suffix_separation,Protocol,Redirection_//_symbol,Sub_domains,URL_Length,age_domain,dns_record,domain_registration_length,http_tokens,statistical_report,tiny_url,web_traffic,label
www.jnproductions.com,0,0,/,0,http,0,0,0,0,0,0,0,0,0,1,0
www.scribblemedia.com,0,0,,0,http,0,0,0,0,0,1,0,0,0,1,0
www.stormshooters.com,0,0,,0,http,0,0,0,1,1,1,0,1,0,1,0
www.bigshoulders.com,0,0,,0,http,0,0,0,0,0,0,0,0,0,2,0
www.1digital.com,0,0,,0,http,0,0,0,0,0,1,0,0,0,1,0
www.manningproductions.com,0,0,,0,http,0,0,0,0,0,1,0,0,0,1,0
www.videocopies.com,0,0,,0,http,0,0,0,0,0,1,0,0,0,1,0
www.cardinal-broadcast.com,0,0,,1,http,0,0,0,1,1,1,0,1,1,1,0
www.dvfilm.com,0,0,,0,http,0,0,0,0,0,0,0,0,0,2,0
www.parrottastudio.com,0,0,,0,http,0,0,0,0,0,0,0,0,0,1,0
www.pearlmanaudiovideo.com,0,0,,0,http,0,0,0,1,1,1,0,1,0,1,0
www.pagerankers.com,0,0,,0,http,0,0,0,0,0,1,0,0,0,2,0
www.purevisibility.com,0,0,,0,http,0,0,0,0,0,0,0,0,0,2,0
www.pepperjam.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,2,0
www.platinumservices.com,0,0,,0,http,0,0,0,0,0,0,0,0,0,1,0
powerspiritonline.com,0,0,,0,http,0,0,0,0,0,1,0,0,0,1,0
www.project36.com,0,0,,0,http,0,0,0,0,0,0,0,0,0,1,0
www.pageviews.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,1,0
www.podiums.co.uk,0,0,/,0,http,0,2,0,0,0,1,0,0,0,1,0
www.portlandwebvisibility.com,0,0,,0,http,0,0,0,1,1,1,0,1,0,1,0
www.pagearnold.co.uk,0,0,/,0,http,0,2,0,1,1,1,0,1,0,1,0
www.quadrapromotions.com,0,0,/,0,http,0,0,0,2,0,1,0,0,0,1,0
www.qxest.net,0,0,/,0,http,0,0,0,0,0,1,0,0,0,1,0
www.quisma.de,0,0,/,0,http,0,0,0,1,0,1,0,0,0,1,0
www.quirk.biz,0,0,/,0,http,0,0,0,0,0,1,0,0,0,2,0
www.top-website-promotion.co.uk,0,0,/,1,http,0,2,0,0,0,0,0,0,0,1,0
www.redcarpetweb.com,0,0,/,0,http,0,0,0,2,0,0,0,0,0,2,0
www.rocketlist.com,0,0,/,0,http,0,0,0,0,0,1,0,0,1,1,0
www.registersuccess.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,1,0
www.raise-your-sites.co.uk,0,0,/,1,http,0,2,0,0,0,0,0,0,0,1,0
www.reinventbusiness.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,1,0
www.rainstormconsulting.com,0,0,/,0,http,0,0,0,0,0,0,0,0,0,1,0
www.resortwebmarketing.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,1,0
www.rbimedia.com,0,0,/,0,http,0,0,0,0,0,0,0,0,0,1,0
www.receptional.com,0,0,/,0,http,0,0,0,0,0,0,0,0,0,2,0
www.rankhigh.net,0,0,/,0,http,0,0,0,2,0,2,0,0,0,1,0
www.redzoneglobal.net,0,0,/,0,http,0,0,0,1,1,1,0,1,0,1,0
www.raisemyrank.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,2,0
www.registereverywhere.com,0,0,/,0,http,0,0,0,2,0,0,0,0,0,2,0
www.rankingman.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,1,0
www.rankforsales.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,1,0
www.econnects.net,0,0,/,0,http,0,0,0,0,0,0,0,0,0,1,0
www.rankmagic.com,0,0,/,0,http,0,0,0,2,0,2,0,0,0,2,0
www.relevanttraffic.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,2,0
www.ranks.nl,0,0,/consultancy/,0,http,0,0,0,1,0,1,0,0,0,2,0
www.ranbury.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,1,0
www.rugles.com,0,0,/,0,http,0,0,0,2,0,2,0,0,0,1,0
www.redlineseo.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,1,0
www.refreshweb.com,0,0,/,0,http,0,0,0,0,0,0,0,0,0,2,0
www.rstwebsolutions.com,0,0,/,0,http,0,0,0,0,0,1,0,1,0,1,0
www.reidtechnologies.ca,0,0,/,0,http,0,0,0,0,0,1,0,0,0,2,0
www.rtproservices.com,0,0,/,0,http,0,0,0,2,0,2,0,0,0,1,0
www.room214.com,0,0,/,0,http,0,0,0,0,0,0,0,0,0,2,0
www.seo-websitepromotion.com,0,0,/,1,http,0,0,0,0,0,1,0,0,0,1,0
www.rankuno.com,0,0,/,0,http,0,0,0,0,0,0,0,0,0,2,0
www.roadmap-placement.com,0,0,/,1,http,0,0,0,2,0,2,0,0,1,1,0
www.rimmkaufman.com,0,0,/,0,http,0,0,0,0,0,0,0,0,0,2,0
www.rossjackson.co.uk,0,0,/,0,http,0,2,0,0,0,1,0,0,0,1,0
www.raspberrymarketing.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,1,0
www.resolutionmedia.com,0,0,,0,http,0,0,0,0,0,1,0,0,0,2,0
www.ranksubmit.com,0,0,/,0,http,0,0,0,0,0,1,0,0,1,1,0
www.rankhigh.biz,0,0,/,0,http,0,0,0,0,0,1,0,0,0,1,0
www.top-search-engine-ranking.co.uk,0,0,/,1,http,0,2,0,1,1,1,0,1,0,1,0
www.rapidblue.co.uk,0,0,/,0,http,0,2,0,0,0,1,0,0,0,1,0
www.ringjohn.com,0,0,/,0,http,0,0,0,0,0,0,0,0,0,1,0
riseinteractive.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,2,0
www.relaxseo.com,0,0,,0,http,0,0,0,0,0,1,0,0,0,1,0
www.redchillimarketing.co.uk,0,0,,0,http,0,2,0,0,0,1,0,0,0,1,0
www.reseo.com,0,0,,0,http,0,0,0,0,0,0,0,1,0,1,0
www.internetcampaignmanagement.com,0,0,,0,http,0,0,0,1,1,1,0,1,1,1,0
www.rootconcepts.com,0,0,,0,http,0,0,0,2,0,2,0,0,0,1,0
www.redchillisearch.com,0,0,,0,http,0,0,0,2,0,2,0,0,0,1,0
www.rankfirst.com.au,0,0,,0,http,0,2,0,1,0,1,0,0,1,2,0
www.realonlinemarketing.com,0,0,,0,http,0,0,0,0,0,1,0,0,0,1,0
www.revteq.com,0,0,,0,http,0,0,0,0,0,1,0,0,0,1,0
www.group41.com,0,0,/,0,http,0,0,0,0,0,1,0,1,0,1,0
www.sagerock.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,2,0
www.seotechnologies.com,0,0,,0,http,0,0,0,0,0,0,0,0,0,1,0
www.submit-url.net,0,0,/,1,http,0,0,0,0,0,1,0,0,0,1,0
www.searchengineer.co.uk,0,0,/,0,http,0,2,0,0,0,0,0,0,0,1,0
www.submission-pro.com,0,0,/,1,http,0,0,0,2,0,2,0,0,0,1,0
www.searchenginedesign.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,1,0
www.submit-pro.com,0,0,/,1,http,0,0,0,0,0,1,0,0,0,1,0
www.sixtop.co.uk,0,0,/,0,http,0,2,0,0,0,0,0,0,0,1,0
www.spiderbait.com,0,0,/,0,http,0,0,0,0,0,1,0,0,1,1,0
www.searchintelligence.ca,0,0,/,0,http,0,0,0,0,0,0,0,1,0,1,0
www.singlethrow.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,2,0
www.sitelynx.com,0,0,/,0,http,0,0,0,0,0,0,0,0,1,2,0
www.searchengineserious.co.uk,0,0,/,0,http,0,2,0,0,0,1,0,0,0,1,0
www.submitnet.net,0,0,/,0,http,0,0,0,0,0,1,0,0,0,2,0
www.searchsummit.com,0,0,/,0,http,0,0,0,0,0,1,0,0,1,2,0
www.searchenginewiz.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,1,0
www.slickwebz.com,0,0,/,0,http,0,0,0,2,0,2,0,0,0,1,0
www.searchenginetechnologies.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,1,0
www.seoanalysis.com,0,0,/,0,http,0,0,0,2,0,2,0,0,0,2,0
www.stepforth.com,0,0,,0,http,0,0,0,0,1,1,0,0,0,2,0
www.searchenginepatrol.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,1,0
www.searchanalysts.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,1,0
www.sitesolutions.com,0,0,/,0,http,0,0,0,0,0,0,0,0,0,2,0
www.stickyeyes.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,2,0
www.skipechert.com,0,0,/,0,http,0,0,0,0,0,0,0,0,1,2,0
www.sitepropel.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,1,0
www.searchenginepeople.com,0,0,/,0,http,0,0,0,0,0,0,0,0,0,0,0
www.submit-away.com,0,0,/,1,http,0,0,0,2,0,2,0,0,0,1,0
www.submitawebsite.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,2,0
www.superwebsitepromotion.com,0,0,/,0,http,0,0,0,1,1,1,0,1,0,1,0
www.successpromotions.com,0,0,/,0,http,0,0,0,0,0,0,0,0,0,2,0
www.siteblaster.co.uk,0,0,/,0,http,0,2,0,1,1,1,0,1,0,1,0
www.searchinnovation.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,1,0
www.submittoday.com,0,0,/,0,http,0,0,0,0,0,1,0,1,0,1,0
www.searchmar.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,1,0
www.seoinc.com,0,0,/,0,http,0,0,0,2,0,2,0,0,0,2,0
www.foryoursoft.com,0,0,/hypercalendar/,0,http,0,0,0,0,0,1,0,0,1,2,0
www.mdesoft.com,0,0,/home_eng.htm,0,http,0,2,0,2,0,2,0,0,1,1,0
contactplus.com,0,0,/products/freestuff/task.htm,0,http,0,0,0,0,0,1,0,0,0,2,0
www.cotton100.com,0,0,/,0,http,0,0,0,2,0,2,0,0,0,1,0
www.inklineglobal.org,0,0,/products/vdp/,0,http,0,0,0,0,0,1,0,0,0,1,0
www.sharewaresolutions.com,0,0,/html/calendar.html,0,http,0,2,0,0,0,1,0,0,0,1,0
www.amfsoftware.com,0,0,/windows/amfpim.html,0,http,0,2,0,0,0,1,0,1,0,1,0
www.idealcs.com,0,0,/calendar/,0,http,0,0,0,0,1,1,0,0,0,1,0
www.zabaware.com,0,0,/assistant/index.html,0,http,0,2,0,0,0,0,0,0,0,2,0
compunac.homestead.com,0,0,/index.html,0,http,0,2,0,0,0,0,0,0,0,1,0
www.calendarmine.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,1,0
www.hammersoftware.com,0,0,/calendar.html,0,http,0,2,0,0,0,0,0,0,0,1,0
www.calendarscope.com,0,0,/,0,http,0,0,0,2,0,1,0,0,0,2,0
www.zb2000.com,0,0,/acecalendar.htm,0,http,0,2,0,2,0,1,0,0,0,1,0
www.daansystems.com,0,0,/daancalendar/,0,http,0,0,0,2,0,0,0,0,0,2,0
hotshift.tripod.com,0,0,/,0,http,0,0,0,0,0,0,0,0,0,1,0
www.twesley.com,0,0,/~shiftcal/,0,http,0,0,0,2,0,1,0,0,0,2,0
www.naturcalendar.com,0,0,/,0,http,0,0,0,0,0,1,0,1,0,1,0
www.calnique.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,1,0
www.wallpaper-calendar.com,0,0,/,1,http,0,0,0,2,0,2,0,0,0,1,0
www.vaxtech.com,0,0,/birthday-reminder.htm,0,http,0,2,0,0,0,0,0,0,0,1,0
www.srosoftware.com,0,0,/sro_bc.htm,0,http,0,2,0,0,0,1,0,0,0,1,0
www.cm-soft.net,0,0,/index1.html,1,http,0,2,0,0,0,1,0,0,0,1,0
www.ecrew.org,0,0,/,0,http,0,0,0,0,0,1,0,0,0,1,0
www.softshape.com,0,0,/cham/,0,http,0,0,0,0,0,1,0,0,0,2,0
www.dummysoftware.com,0,0,/clockdummy.html,0,http,0,2,0,2,0,2,0,0,0,2,0
www.cheqsoft.com,0,0,/timesown.html,0,http,0,2,0,0,0,0,0,0,1,2,0
www.uk-software.com,0,0,/speakingclock.htm,1,http,0,2,0,2,0,2,0,0,0,1,0
www.dillobits.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,1,0
www.altrixsoft.com,0,0,,0,http,0,0,0,2,0,2,0,0,1,2,0
ourworld.compuserve.com,0,0,/homepages/anithmi/cyclocke.htm,0,http,0,2,2,0,0,1,0,1,0,2,0
www.atomtime.com,0,0,/,0,http,0,0,0,0,0,1,0,1,0,1,0
www.mtnsys.com,0,0,/pages/atomicclock.htm,0,http,0,2,0,1,1,1,0,0,0,2,0
www.paraben.com,0,0,/html/clock2.html,0,http,0,2,0,0,0,1,0,0,0,2,0
www.kaska.demon.co.uk,0,0,/,0,http,0,1,0,2,0,2,0,0,0,0,0
www.nestersoft.com,0,0,/timeleft/,0,http,0,0,0,0,0,1,0,0,1,2,0
www.chemware.co.nz,0,0,/tic.htm,0,http,0,1,0,1,0,1,0,0,0,2,0
www.blueprintsoftwareworks.com,0,0,/atomsync/,0,http,0,0,0,0,0,0,0,0,0,1,0
www.hoursandminutes.com,0,0,/,0,http,0,0,0,2,0,0,0,0,0,1,0
www.hiclock.com,0,0,/,0,http,0,0,0,2,0,2,0,0,0,1,0
www.springcreeksoftware.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,1,0
timerecorder.51.net,0,0,/,0,http,0,0,0,1,1,1,0,0,0,2,0
www.rayslab.com,0,0,/atomic_clock/atomic_clock.html,0,http,0,2,0,2,0,1,0,1,0,1,0
www.info-pack.com,0,0,/datetray/,1,http,0,0,0,0,0,1,0,0,0,2,0
www.lux-aeterna.com,0,0,/clock/,1,http,0,0,0,2,0,0,0,0,0,2,0
www.enins.com,0,0,/timesled/,0,http,0,0,0,0,0,1,0,0,0,2,0
www.acutesoftware.com.au,0,0,/timer.html,0,http,0,1,0,1,0,1,0,0,0,1,0
www.timeutilites.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,1,0
www.nehuenmultimedia.com.ar,0,0,/html/atomic_clock.html,0,http,0,1,2,1,1,1,0,1,0,1,0
www.softdemon.com,0,0,/clock/,0,http,0,0,0,0,0,1,0,0,0,1,0
www.timezonesforpcs.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,1,0
www.xnotestopwatch.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,2,0
visualversion.com,0,0,/timebuddy/index.html,0,http,0,0,0,0,0,1,0,0,0,1,0
www.rpoint.com,0,0,/pp/alarm-pro.aspx,0,http,0,2,0,0,0,1,0,0,1,1,0
www.lmhsoft.com,0,0,/timesync/,0,http,0,0,0,0,0,0,0,0,1,2,0
www.vioio.com,0,0,/mp3alarmclock.htm,0,http,0,2,0,1,1,1,0,0,0,2,0
littlemulticlock.com,0,0,/littlemulticlock/files/littlemulticlock.html,0,http,0,0,2,0,0,0,0,0,0,1,0
www.shelltoys.com,0,0,/speaking_clock/,0,http,0,0,0,0,0,1,0,0,0,1,0
www.basta.com,0,0,/prodhoras.htm,0,http,0,2,0,0,0,0,0,0,0,2,0
www.elprime.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,1,0
www.atsync.com,0,0,/,0,http,0,0,0,2,0,2,0,0,0,1,0
www.12noon.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,2,0
www.talkingtimekeeper.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,1,0
www.thecountdownclock.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,1,0
www.softros-tools.com,0,0,/,1,http,0,0,0,2,0,2,0,0,0,1,0
www.saythetime.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,2,0
www.utech.net.au,0,0,/index.php,0,http,0,1,1,1,0,1,0,1,0,1,0
www.loginor.qc.ca,0,0,/index_e.html,0,http,0,1,0,0,0,1,0,0,0,1,0
www.azzcardfile.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,2,0
www.mxac.com.au,0,0,/dragonfly.htm,0,http,0,1,0,1,0,1,0,0,0,2,0
www.tgslabs.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,2,0
www.gammadyne.com,0,0,/sb.htm,0,http,0,2,0,0,0,1,0,0,0,2,0
www.encodeteam.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,1,0
www.msdsoft.com,0,0,/agenda/eng/index.htm,0,http,0,2,0,0,0,1,0,0,1,2,0
www.inklineglobal.org,0,0,/,0,http,0,0,0,0,0,1,0,0,0,1,0
www.neverforget.com,0,0,/,0,http,0,0,0,0,0,1,0,0,1,1,0
www.cyber-matrix.com,0,0,/prosched.html,1,http,0,2,0,0,0,1,0,0,1,2,0
www.1soft.com,0,0,/aandb.html,0,http,0,2,0,0,0,1,0,0,1,2,0
www.ezoutliner.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,1,0
www.xreminder.com,0,0,/,0,http,0,0,0,2,0,2,0,0,0,1,0
www.inklineglobal.com,0,0,/products/vdp/,0,http,0,0,0,0,0,0,0,0,0,2,0
www.wjjsoft.com,0,0,/,0,http,0,0,0,0,1,0,0,0,1,2,0
www.personalmicrocosms.com,0,0,/html/32bit.html,0,http,0,2,0,0,0,1,0,0,0,1,0
www.pollensoftware.com,0,0,/task-o-matic/,0,http,0,0,0,2,0,2,0,0,0,1,0
www.angelfire.com,0,0,/ia/anniversary/,0,http,0,0,0,0,0,0,0,0,0,0,0
www.bitsmithsoft.com,0,0,/,0,http,0,0,0,0,0,0,0,0,1,2,0
www.mynotescenter.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,1,0
www.csoftlab.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,2,0
www.cancellieri.org,0,0,/pmo_index.htm,0,http,0,2,0,2,0,1,0,0,0,1,0
softnote.com,0,0,/,0,http,0,0,0,0,0,0,0,0,0,1,0
www.denverresearch.com,0,0,/pim/home.shtml,0,http,0,2,0,0,0,0,0,0,0,2,0
www.jsoftconsulting.com,0,0,/,0,http,0,0,0,0,0,0,0,0,0,1,0
www.cancellieri.org,0,0,/,0,http,0,0,0,2,0,1,0,0,0,1,0
www.winpim.com,0,0,/,0,http,0,0,0,0,0,0,0,0,0,2,0
www.lexasoftware.com,0,0,,0,http,0,0,0,0,0,1,0,0,0,1,0
www.cancellieri.org,0,0,/apim_index.htm,0,http,0,2,0,2,0,1,0,0,0,1,0
www.freedomsoftware.net,0,0,/,0,http,0,0,0,2,0,2,0,0,0,1,0
www.joels-journal.com,0,0,/,1,http,0,0,0,2,0,2,0,0,0,1,0
www.pimone.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,2,0
www.angelicsoftware.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,2,0
www.freedomsoftware.net,0,0,/notebook.html,0,http,0,2,0,2,0,2,0,0,0,1,0
www.geocities.com,0,0,/angelicangelsnf/,0,http,0,0,0,2,0,2,0,0,0,2,0
www.arenel.com,0,0,,0,http,0,0,0,0,0,1,0,0,0,1,0
home.insightbb.com,0,0,/~bastshaman/index.html,0,http,0,2,0,2,0,2,0,0,0,2,0
www.becks-cats.com,0,0,,1,http,0,0,0,1,1,1,0,1,0,1,0
www.bedoroses.com,0,0,/,0,http,0,0,0,0,0,0,0,0,0,1,0
www.angelfire.com,0,0,/ms/brikalacy/,0,http,0,0,0,0,0,0,0,0,0,0,0
castleglen.homestead.com,0,0,/intro.html,0,http,0,2,0,0,0,0,0,0,0,1,0
catnipkids.homestead.com,0,0,/cattery.html,0,http,0,2,0,0,0,0,0,0,0,1,0
www.cayugafarm.com,0,0,,0,http,0,0,0,2,0,2,0,0,0,1,0
www.geocities.com,0,0,/demiaracats/cattery.html,0,http,0,2,0,2,0,2,0,0,0,2,0
www.geocities.com,0,0,/himalayancats2000/index.html,0,http,0,2,0,2,0,2,0,0,0,2,0
everdreamhimalayan.tripod.com,0,0,/,0,http,0,0,0,0,0,0,0,0,0,1,0
www.fancyfriends.com,0,0,/,0,http,0,0,0,0,0,0,0,0,0,1,0
www.fancyfluff.i8.com,0,0,,0,http,0,2,0,0,0,1,0,0,0,1,0
www.geocities.com,0,0,/fluffydreamscatteryca/index.html,0,http,0,2,2,2,0,2,0,0,0,2,0
www.furpleasure.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,1,0
godzanointed4him.homestead.com,0,0,/,0,http,0,0,0,0,0,0,0,0,0,1,0
www.geocities.com,0,0,/himicats/,0,http,0,0,0,2,0,2,0,0,0,2,0
www.itikat.com,0,0,/,0,http,0,0,0,0,0,1,0,0,1,1,0
www.kattenbach.com,0,0,,0,http,0,0,0,0,0,1,0,0,0,1,0
www.kutzikoo.com,0,0,,0,http,0,0,0,1,1,1,0,1,0,1,0
www.geocities.com,0,0,/labonita_persians/,0,http,0,0,0,2,0,2,0,0,0,2,0
www.leclubfur.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,2,0
www.geocities.com,0,0,/luvhavencats/,0,http,0,0,0,2,0,2,0,0,0,2,0
sulebrity.homestead.com,0,0,/,0,http,0,0,0,0,0,0,0,0,0,1,0
www.geocities.com,0,0,/sunnylakes/,0,http,0,0,0,2,0,2,0,0,0,2,0
www.tanglebox.net,0,0,,0,http,0,0,0,0,0,0,0,1,0,1,0
home19.inet.tele.dk,0,0,/teahs/,0,http,0,2,0,0,0,1,0,1,0,2,0
www.tinyjewels.homestead.com,0,0,/index.html,0,http,0,1,0,0,0,0,0,0,0,1,0
www.tntpuff.com,0,0,,0,http,0,0,0,2,0,2,0,0,0,1,0
www.whisperwoodcats.com,0,0,/,0,http,0,0,0,2,0,2,0,0,0,1,0
www.yewcats.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,2,0
www.geocities.com,0,0,/milhorn2002/index.html,0,http,0,2,0,2,0,2,0,0,0,2,0
www.pawsandpurrscattery.com,0,0,/,0,http,0,0,0,2,0,2,0,0,0,1,0
www.fancyfurs.net,0,0,,0,http,0,0,0,1,1,1,0,1,0,1,0
www.naru.20m.com,0,0,,0,http,0,2,0,0,0,0,0,0,0,2,0
home.earthlink.net,0,0,/~sandypaws/,0,http,0,0,0,0,0,1,0,0,0,0,0
playwickeycats.com,0,0,/index.shtml,0,http,0,0,0,0,0,1,0,0,0,1,0
www.ristokat.com,0,0,/,0,http,0,0,0,0,0,1,0,0,1,1,0
www.catteryrow.com,0,0,/pacificpurr/index.html,0,http,0,2,0,0,0,1,0,1,0,1,0
www.geocities.com,0,0,/paisleypaws/,0,http,0,0,0,2,0,2,0,0,0,2,0
radzacatz.homestead.com,0,0,/,0,http,0,0,0,0,0,0,0,0,0,1,0
www.members.tripod.com,0,0,/izshe/,0,http,0,2,0,0,0,0,0,0,0,0,0
www.pawtrixcove.com,0,0,,0,http,0,0,0,0,0,1,0,0,0,1,0
www.sunstreamcats.com,0,0,/,0,http,0,0,0,1,1,1,0,1,0,1,0
www.ceylon.ws,0,0,,0,http,0,0,0,1,0,1,0,0,0,1,0
www.himmikatz.com,0,0,/,0,http,0,0,0,0,0,1,0,1,0,1,0
www.geocities.com,0,0,/fuzzy_britches1/fuzzybritches.html,0,http,0,2,2,2,0,2,0,0,0,2,0
www.kasiakatz.com,0,0,,0,http,0,0,0,0,0,1,0,0,0,1,0
katzcaprice.com,0,0,,0,http,0,0,0,2,0,2,0,0,0,1,0
www.ma-liakatz.com,0,0,/,1,http,0,0,0,2,0,2,0,0,0,1,0
www.blackriverhimalayans.20m.com,0,0,,0,http,0,2,0,0,0,0,0,0,0,2,0
www.ieasysite.com,0,0,/sunshinezzz,0,http,0,0,0,2,0,2,0,0,0,2,0
www.catleycrue.com,0,0,,0,http,0,0,0,0,0,1,0,0,0,1,0
www.pointedpurrs.com,0,0,/,0,http,0,0,0,1,1,1,0,1,0,1,0
www.nymews.com,0,0,,0,http,0,0,0,0,0,1,0,0,0,2,0
www.geocities.com,0,0,/kitties2luv/,0,http,0,0,0,2,0,2,0,0,0,2,0
www.geocities.com,0,0,/angelpawscattery2003/index.html,0,http,0,2,2,2,0,2,0,0,0,2,0
www.geocities.com,0,0,/sunnybrookkittens/,0,http,0,0,0,2,0,2,0,0,0,2,0
www.shadenshadow.com,0,0,,0,http,0,0,0,0,0,1,0,1,0,1,0
www.furrmine.com,0,0,,0,http,0,0,0,1,1,1,0,1,0,1,0
www.silkenrosepersians.com,0,0,,0,http,0,0,0,0,0,1,0,0,0,1,0
www.kaydekatz.com,0,0,,0,http,0,0,0,2,0,2,0,0,0,1,0
www.geocities.com,0,0,/heavenlymews/,0,http,0,0,0,2,0,2,0,0,0,2,0
jentopiacats.com,0,0,,0,http,0,0,0,1,1,1,0,1,0,1,0
www.purrs-of-luvcattery.com,0,0,,1,http,0,0,0,0,0,1,0,0,0,1,0
www.purfectkittypersians.com,0,0,/,0,http,0,0,0,1,1,1,0,1,0,1,0
www.geocities.com,0,0,/maxnkoko/index.html,0,http,0,2,0,2,0,2,0,0,0,2,0
www.grovewoodcats.com,0,0,/,0,http,0,0,0,0,0,0,0,0,0,1,0
www.lechatpaws.com,0,0,/,0,http,0,0,0,1,1,1,0,1,0,1,0
kisancats.com,0,0,/,0,http,0,0,0,1,1,1,0,1,0,1,0
www.lakehyco.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,1,0
webpages.charter.net,0,0,/sassipurrs/,0,http,0,0,0,2,0,2,0,0,0,0,0
www.co-bridge.com,0,0,,1,http,0,0,0,2,0,2,0,0,0,1,0
www.calebcats.com,0,0,,0,http,0,0,0,0,0,1,0,0,0,2,0
rumscott.homestead.com,0,0,/,0,http,0,0,0,0,0,0,0,0,0,1,0
www.wonderfluf.com,0,0,,0,http,0,0,0,0,0,1,0,0,0,1,0
sunshinezzz.ieasysite.com,0,0,/,0,http,0,0,0,2,0,2,0,0,0,2,0
www.ozemail.com.au,0,0,/~ebunny,0,http,0,2,0,1,0,1,0,0,0,2,0
planeta.terra.com.br,0,0,/lazer/gatilmiragem,0,http,0,2,0,1,0,1,0,0,0,0,0
www.blazestar.com.br,0,0,/,0,http,0,2,0,1,0,1,0,0,0,1,0
www.himalayan.org,0,0,/,0,http,0,0,0,0,0,1,0,0,0,2,0
www.geocities.com,0,0,/area51/dreamworld/9882/index.html,0,http,0,2,2,2,0,2,0,0,0,2,0
www.cfainc.org,0,0,/breeds/profiles/persian-him.html,0,http,0,2,2,0,0,0,0,0,0,1,0
www.aaceinc.org,0,0,/pages/breeds/him.htm,0,http,0,2,0,0,0,1,0,0,0,2,0
p.webring.com,0,0,/hub,0,http,0,0,0,0,0,0,0,0,0,2,0
www.cfainc.org,0,0,/breeds/profiles/japanese.html,0,http,0,2,0,0,0,0,0,0,0,1,0
www.breedlist.com,0,0,/japanese-bobtail-breeders.html,0,http,0,2,2,0,0,0,0,0,1,2,0
www.japanesebobtails.com,0,0,/,0,http,0,0,0,0,0,0,0,0,0,1,0
www.cfainc.org,0,0,/breeds/profiles/articles/japanese.html,0,http,0,2,2,0,0,0,0,0,0,1,0
www.fanciers.com,0,0,/breed-faqs/japanese-bobtail-faq.html,0,http,0,2,2,0,0,0,0,0,0,2,0
www.catchicats.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,1,0
www.kiddlyn.com,0,0,/,0,http,0,0,0,0,0,0,0,0,0,1,0
www.angelfire.com,0,0,/il3/jakoi/,0,http,0,0,0,0,0,0,0,0,0,0,0
www.sailbourne.com,0,0,/,0,http,0,0,0,0,0,1,0,0,0,2,0
www.janipurr.com,0,0,/,0,http,0,0,0,0,0,0,0,0,0,1,0
www.geocities.com,0,0,/kurisumasu_jbt/,0,http,0,0,0,2,0,2,0,0,0,2,0
